,USD Value,CAD Value,PNL,Post-trading PNL,Post-fee PNL,ETF PNL,EQ PNL,FI PNL,EM PNL,RE PNL,Option PNL,Delta PNL,Vega PNL,Theta PNL,Rho PNL,Unexplained PNL,Return,Post-trading Return,Post-fee Return,ETF Return,EQ Return,FI Return,EM Return,RE Return,Option Return,Delta Return,Vega Return,Theta Return,Rho Return,Unexplained Return,Injection,FX,ETF Fees,ETF Expenses,Option Fees,Option Spread,Total Trading Fees,Advisor Fees,Total Fees,Percentage Trading Fees,Percentage Advisor Fees,Percentage Fees
2014-03-31,180850.30495806417,199830.544463413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.10495,0.0,0.0,13.533088280488698,6.177277878144416,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-30,183096.5728472022,200703.13929218915,2439.1501999786997,2302.0047204880684,2246.26788913802,2594.477814612648,270.9045402864904,1289.6975602361053,456.2780111929278,577.5977028971356,-155.32761463394792,-51.022397820414284,-47.92604527852652,-159.93180601843116,0.0,103.55263448342404,0.01348712240515322,0.012728785395312858,0.012420592211104475,0.014345996348827056,0.0014979490377376367,0.007131298786226334,0.002522959589693422,0.003193788935169724,-0.000858873943673833,-0.000282125030600559,-0.0002650039505857603,-0.0008843325205092487,0.0,0.000572587558021735,0.0,1.09616,69.30000000000001,32.92379835954371,27.497276698403578,7.4244044326486955,137.145479490596,55.736831350059255,192.88231084065524,0.0007583370098402515,0.0003081931842082522,0.0010665301940485036
2014-05-31,185544.67551164818,201234.33327291315,2668.843048680719,2505.1966060431732,2448.1026644459926,2834.3775465034705,593.0889171625677,1956.3152323032264,-136.6504390639857,421.62383610168035,-165.53449782276465,-97.63175322307792,-80.16759849096988,-166.48575659411625,1.319108907240266,177.43150157815916,0.014576149663423374,0.013682378468841128,0.013370554272957191,0.015480232657706905,0.0032392136452357983,0.010684608684269646,-0.0007463298571842918,0.002302740185385851,-0.0009040829942836044,-0.0005332254542227484,-0.00043784324984537734,-0.0009092783879305704,7.204443462418541e-06,0.0009690596542526733,0.0,1.08456,94.05000000000003,33.20607192194769,28.81578767992643,7.574583035690171,163.64644263756432,57.09394159717087,220.7403842347352,0.0008937711945822744,0.0003118241958838679,0.0012055953904661423
2014-06-30,186889.11474911668,199420.02989304496,1557.3410376956745,1402.887612755294,1344.4392374684976,1722.6555162295408,528.8085868936214,-45.60943811608013,1103.335353423834,136.12101402820917,-165.31447853386325,-97.15628328995051,-84.03991372994447,-177.55542631856804,-1.6731345621975688,195.11027936679733,0.008393348035459564,0.0075609154985814,0.00724590578393669,0.009284316628753895,0.0028500337475888585,-0.00024581378037558853,0.005946467342063763,0.0007336293194770967,-0.0008909685932943146,-0.0005236274391708491,-0.00045293627261574847,-0.000956941641299868,-9.017421586385173e-06,0.0010515541813785362,0.0,1.06705,79.20000000000002,33.899938751333806,32.02075056269284,9.33273562636417,154.45342494039085,58.44837528680126,212.9018002271921,0.0008324325368781306,0.0003150097146448806,0.0011474422515230112
2014-07-31,186496.46888229408,203396.7788924076,-192.676500924601,-335.5846116808243,-392.6458668225969,-373.79987578999135,-589.6902824615026,-60.30310865628417,240.27645201820997,35.9170633095855,181.12337486540795,214.74367988254184,284.37151318717343,-192.4115449064688,0.0,-125.58027329783852,-0.0010309669516239798,-0.0017956348722145687,-0.0021009563202741832,-0.0020001158242511185,-0.0031552949632894004,-0.00032266784899289693,0.0012856631716660514,0.0001921838163651276,0.0009691488726272327,0.0011490432718396556,0.0015216055443834644,-0.00102954923385862,0.0,-0.0006719507097372672,0.0,1.0906200000000001,64.35000000000001,33.46101346981612,29.647332663288488,15.44976462316557,142.9081107562702,57.06125514178236,199.96936589805256,0.0007646679205908413,0.0003053214480596284,0.0010699893686504699
2014-08-31,209045.759883125,227410.42988885753,4372.879254280182,4228.521971938753,4164.403378456511,4546.561048686592,722.6535764516921,2177.0780168609926,1132.2904145197354,514.5390408541607,-173.68179440642012,-81.03006146044491,-122.34910342925221,-150.44603201256692,0.0,180.14340249584393,0.02344751769557682,0.022673469354572928,0.022329663416227108,0.024378805003306102,0.0038748914699708857,0.011673561595608761,0.006071377229315652,0.002758974708410744,-0.0009312873077293391,-0.00043448576772564236,-0.0006560397854313906,-0.0008066964104694114,0.0,0.0009659346558971053,18384.88762237441,1.08785,74.25000000000001,34.41639766777764,27.64532394571244,8.045560727889214,144.3572823413793,64.1185934822352,208.4758758236145,0.0007740483410036539,0.00034380593834569165,0.0011178542793493457
2014-09-30,203730.77674326656,228137.72379710988,-5180.019930105715,-5254.2979758550355,-5314.983139858436,-5215.768049359176,-541.3636178678462,-1711.7524622600176,-1951.1691768727978,-1011.4827923585308,35.748119253464154,198.00152498188442,129.72007752816677,-186.15415869763154,0.0,-105.81932455895549,-0.024779358992987003,-0.025134678544987743,-0.0254249746219678,-0.02495036518451869,-0.0025896895405604792,-0.008188410342391246,-0.00933369410584397,-0.004838571195723075,0.00017100619153170342,0.0009471683381312528,0.0006205343633886271,-0.000890494783542647,0.0,-0.0005062017264455296,0.0,1.1198,0.0,32.653566601060874,28.325016068447372,13.299463079808696,74.27804574931693,60.6851640033992,134.96320975271612,0.00035531955200069547,0.0002902960769801194,0.0006456156289808148
2014-10-31,207362.89333171118,233615.03562750583,3817.3509534356417,3693.5249935859756,3632.1165884446236,3999.0957430571725,459.52370205067564,1753.0650950061972,-58.45566867796151,1844.9626146782393,-181.7447896215416,-112.21957366434489,32.05434199796239,-172.4420975694358,0.0,70.8625396142767,0.018737232608925434,0.018129440493128923,0.01782802110955317,0.019629315742003352,0.002255543857419977,0.008604812306857989,-0.00028692605806743195,0.009055885635792712,-0.0008920831330779698,-0.0005508228823265104,0.00015733676821129484,-0.0008464214407170325,0.0,0.00034782442175427847,0.0,1.1266,54.45000000000001,37.2666438042813,25.80227467394023,6.307041371491156,123.82595984971269,61.40840514134038,185.23436499105307,0.0006077921157967863,0.0003014193835756333,0.0009092114993724197
2014-11-30,208908.5738784664,238487.93885391846,1765.1908846510341,1606.7439420245064,1545.680546755233,1954.8254267054726,500.7965083514755,1391.3729756905814,-400.9913865934468,463.6473292569135,-189.63454205445328,-116.15165852335662,-15.165961903760254,-167.6027478634844,2.763641285508801,106.52218495063921,0.008512568745013216,0.0077484641355494155,0.007453988136067569,0.009427074416725112,0.0024150729202566095,0.006709845495186309,-0.0019337663559313618,0.0022359223572138,-0.0009145056717119659,-0.0005601371424614184,-7.313729886812388e-05,-0.0008082581467233684,1.3327559435081283e-05,0.0005136993569058635,0.0,1.1415899999999999,89.10000000000002,37.42739670542492,25.435418134980072,6.484127786064296,158.44694262646934,61.06339526927713,219.51033789574646,0.0007641046094636001,0.0002944759994817209,0.001058580608945321
2014-12-31,207476.58340144937,241104.3880391563,-1228.7786591103068,-1372.4191924183397,-1431.9904770170397,-1114.1455802983546,-497.8697520827918,499.2028616204625,-1401.8812997527675,286.40260991672767,-114.63307881195702,24.299119401094423,59.69412287377692,-169.53060546057367,-1.0212643127261702,-28.074451313528503,-0.0058818967373984125,-0.006569472793475417,-0.00685462760303035,-0.00533317306998857,-0.0023831944416624565,0.002389575747670731,-0.0067105015065983785,0.001370947130601465,-0.000548723667409866,0.00011631461050148451,0.00028574280971591077,-0.0008115062120868191,-4.888570601799694e-06,-0.00013438630493864246,0.0,1.16208,74.25000000000001,36.805787243479045,24.774138257002484,7.810607807596086,143.64053330807764,59.57128459869548,203.21181790677312,0.0006875760560772447,0.0002851548095548791,0.0009727308656321238
