,SPY US Equity,EFA US Equity,XLF US Equity,XLK US Equity,XLV US Equity,XLP US Equity,XLE US Equity,EWJ US Equity,XLU US Equity,XLI US Equity,EZU US Equity,XLB US Equity,IXN US Equity,IYZ US Equity,IEV US Equity,TIP US Equity,AGG US Equity,IEF US Equity,TLT US Equity,SHY US Equity,LQD US Equity,IYR US Equity,RWR US Equity,ICF US Equity,EWZ US Equity,ISMUF US Equity,ILF US Equity,IV1M80,IV1M90,IV1M95,IV1M975,IV1M100,IV1M1025,IV1M105,IV1M110,IV1M120,IV2M80,IV2M90,IV2M95,IV2M975,IV2M100,IV2M1025,IV2M105,IV2M110,IV2M120
2007-04-30,0.044295808269515964,0.03802781396261401,0.03873168193774035,0.047171140411214285,0.0731041245606483,0.02814069996678925,0.05126092705560392,-0.01993916863805334,0.049118350777325626,0.04641255425495228,0.061961929160832874,0.014979180605490194,0.047951855013234734,0.02120839489134818,0.0605511983403586,0.0066451909167744025,0.005895795687161032,0.006060361583528406,0.009044759184631657,0.0030547890099714703,0.008914306363087654,0.002933003855827065,-0.0007738837012125633,-0.0004844808604516082,0.0678580390819703,0.0198516776702542,0.057356508221546136,0.01517706576728517,0.03330333033303345,-0.015882019285308968,-0.022471910112359602,-0.01885310290652009,0.0056764427625355385,0.03894736842105262,-0.06704980842911867,-0.19233903830480847,0.008311295806573638,-0.03344810624692573,-0.04919976289270911,-0.04923486360612106,-0.04682779456193365,-0.03639514731369154,-0.0020060180541626726,0.05997693194925025,0.048218029350104885
2007-05-31,0.033920053309662634,0.02362358266878184,0.024045165459307016,0.05036839481160826,0.017171121488872343,0.013504829780726979,0.0777965349270533,0.02241379310344826,0.004561244982089985,0.05188303125095839,0.03782632298901212,0.059037293701481364,0.03623854947072935,0.0896786917814747,0.021758006277891703,-0.013117916607468971,-0.009168472089669756,-0.013930098382243128,-0.02314059520728351,-0.0006717817944890125,-0.012303902538257859,0.0015202941952681126,-0.00033219248941263047,-0.008725734399651186,0.1280444161412133,0.07036757859264853,0.11644212367397122,-0.023255813953488413,-0.066637630662021,-0.07953890489913551,-0.10074374577417168,-0.12329863891112902,-0.13170272812793982,-0.12259371833839915,-0.0924024640657084,0.14530776992936412,-0.0648182840014987,-0.04936386768447831,-0.04862842892768071,-0.05248425472358298,-0.0578446909667194,-0.0611510791366906,-0.06331658291457276,-0.059847660500543916,-0.05000000000000005
2007-06-30,-0.014647205118680671,-0.003209259871746361,-0.04018296549017253,-0.0012620221739179096,-0.033509179702802205,-0.019933070452333945,0.012995455233206554,-0.0060708263069140225,-0.047568016561115416,0.00025997060145543927,-0.011310789131848352,-0.00536257823276598,0.014181908261426068,-0.02261241947323378,-0.004003674979195959,-0.0020362942566616304,-0.0037623158499748843,-0.0046568863492879595,-0.01011972393535998,0.004748350892339159,-0.008077353995882608,-0.0870675086811119,-0.09010345063308434,-0.1085644111886741,0.035925220328417266,0.13285004142502066,0.012585084982812857,-0.092517006802721,0.06766215585627622,0.19098309329993726,0.2646616541353384,0.3178082191780822,0.3336944745395449,0.2344110854503463,0.22285067873303174,0.214977973568282,0.07131410256410242,0.1643468950749465,0.22280471821756231,0.2548005908419497,0.2817493692178301,0.3055555555555558,0.3133047210300428,0.21527777777777768,0.20842105263157906
2007-07-31,-0.03131017015691295,-0.022904128605480408,-0.09066029990468727,-0.001953891185612066,-0.047579030423233866,-0.028464875561306058,0.00014521536129596946,-0.0055989141499830355,-0.03991884283254776,0.00947795925109052,-0.033897623676715886,-0.0266663304626088,-0.003176879706017321,-0.009196748602321891,-0.025826652500080538,0.022891615474391447,0.010715590049948044,0.02256664853393664,0.03316668955637736,0.009044569454327522,-0.00823233720663463,-0.09067495519912994,-0.08206988231905954,-0.07341096353938202,0.03549295774647887,0.1234504698870076,0.007036111079969043,0.3763118440779609,0.31337412587412605,0.3685594111461621,0.4131985731272294,0.4844074844074846,0.5564581640942323,0.598690364826941,0.3903792784458833,0.1870920957215374,0.21353777112939445,0.26022988505747136,0.30064308681672025,0.327839905826957,0.3667979002624671,0.40645634629493776,0.4379084967320261,0.4161904761904762,0.18554006968641112
2007-08-31,0.012832614182045845,-0.0063357364333642705,0.025837138508371327,0.019176549732798254,0.02289833773558669,0.02359078446034979,0.01202900013689745,-0.02491042484217709,0.01578848280893319,0.00025505661775682137,0.002280429586326793,-0.006848637573302785,0.028851107676455486,-0.006288413229201373,-0.0048286586343258,0.008236560473515064,0.012805820573625892,0.02264266392197389,0.017879494130728757,0.012111367365946537,0.023845890831094785,0.05255649611920488,0.05651686593869276,0.06598270216956359,-0.03223204940804625,0.043973570289359776,-0.011923237064234038,-0.010348583877995532,-0.0013311148086522227,-0.003841721091048855,-0.015565839293226746,-0.03221288515406173,-0.0527139874739041,-0.0708016383850204,-0.07784431137724546,-0.06780696395846064,0.03328197226502305,0.038672017511856886,0.029254223320972494,0.01994680851063846,0.00720115218434958,-0.007303077725613004,-0.02443181818181817,-0.0490921318090114,-0.045554739162380516
2007-09-30,0.038699014871709465,0.05317550791703285,0.02439394501414593,0.03775383063618976,0.0311725124950768,0.045934146214190015,0.07396962293746934,0.019247594050743718,0.03836307655239679,0.047346644214577786,0.058113310326272975,0.0805260586859915,0.041527229869193986,0.02432972770532249,0.05151648497629591,0.01279782669511387,0.006335740834418457,0.0008861876044765627,0.0022773006789960078,0.003907743510921824,0.00734049690020333,0.04138333348858425,0.04324202190613513,0.05124045829465906,0.19496357252712904,0.03158321381804585,0.1383988931153215,-0.10731975784259784,-0.16561146284571815,-0.20131122252217504,-0.2153846153846154,-0.2296189097925712,-0.2495867768595041,-0.2550377833753149,-0.15656565656565655,-0.026867627785059026,-0.12526096033402934,-0.16684229012996132,-0.17894315452361886,-0.1847023033463712,-0.1925643469971401,-0.20126116657908574,-0.21083284799068147,-0.2178217821782178,-0.12317167051578135
2007-10-31,0.013566779274037488,0.042498641245146906,-0.017189902002416102,0.05302145085385335,0.018672282876209367,0.0153662454807606,0.02540063409346538,0.0013733905579398351,0.06658218019714512,-0.012901314248177531,0.04954436014226382,0.041557301496730085,0.051026286357566564,-0.044608316239706965,0.04530201077318363,0.011656039509065241,0.010096313175817162,0.010766582303444627,0.018136114540277196,0.0047797287122013365,0.009675884270532896,0.007585269996030819,0.00923464073184066,0.008795067409043567,0.16383382666070134,0.40816634932148577,0.10509417342161777,-0.038532675709001096,-0.014776357827475885,0.00724287783679367,0.022875816993464197,0.030056355666875367,0.033039647577092664,0.03381234150464918,-0.01283147989734823,-0.02626262626262621,0.006818956699625067,0.00632377740303558,0.015114578254509903,0.0175906183368868,0.02007083825265643,0.023026315789473676,0.03025830258302586,0.06238698010849907,0.0623353819139596
2007-11-30,-0.038732564575422734,-0.03623680962971276,-0.08093823372778097,-0.07535452870333602,0.012774508017733057,0.027456850946183664,-0.04211204153013337,-0.020229727412995,0.006597774244833099,-0.02835968494409735,-0.027740723681455748,-0.05038811957960043,-0.06921487027005901,-0.09554615085908524,-0.033305837812686034,0.041147667443554914,0.017929825364568996,0.040440018291753484,0.05345130858555791,0.017914743415693657,0.010158018144362568,-0.09124018336590302,-0.09638817696134327,-0.09782026480046092,-0.05432325858042908,-0.13152472527472525,-0.05519482264180686,0.06893235011221542,0.11917308471828125,0.2075743048897412,0.2529286474973376,0.3161094224924013,0.3937455579246623,0.43417825020441536,0.3041594454072791,0.11964038727524208,0.082289197426346,0.17469627147046496,0.2195004803073968,0.24986904138292296,0.28935185185185186,0.3311897106109323,0.3681948424068768,0.3727659574468085,0.17933884297520652
2007-12-31,-0.011332214024714848,-0.02990961380443702,-0.05844108514701385,0.01983991544364549,-0.02829015462990236,-0.008410353853363972,0.08274052236447371,-0.04549431321084863,-0.001824627904753573,-0.0014105182996190235,-0.008147450864580463,0.01053070679547896,-0.0019988043134617764,0.01508603926912522,-0.024748390323185543,0.0005797806628140557,-4.580691801059356e-05,0.0004737045158202946,-0.0063020571468095365,0.002986412304146757,-0.00806192234225156,-0.05067478459644792,-0.05444437156344073,-0.05416075416187638,0.011463367192313669,-0.11825326215895615,0.0005422181271483861,-0.0941811637672466,-0.06446939514668604,-0.09765780071456932,-0.10964725881852966,-0.12424942263279436,-0.13564507904130552,-0.1402508551881414,-0.06312292358803995,-0.032118591723286016,-0.050375469336670815,-0.06134094151212555,-0.06419850334777466,-0.06747694886839893,-0.07405745062836633,-0.08115942028985501,-0.08586387434554976,-0.08679479231246112,-0.061667834618079787
2008-01-31,-0.06046088750568246,-0.07847116343855297,0.0072573153738968435,-0.127904507947475,-0.04559577151136285,-0.05555537693353863,-0.12287386380765285,-0.042896425297891734,-0.07347038199851763,-0.05515986071541623,-0.10325116888554607,-0.04196711664631947,-0.12079301569666626,-0.11043546488819143,-0.08798257815154065,0.035728213589320656,0.02312938881610349,0.033559497427586786,0.02090360693187709,0.016547097795422294,0.0256581108340459,0.00106504902698501,-0.008369812223418259,-0.00821312050044487,-0.05216817537479712,-0.1571232377589058,-0.03402753960689642,0.2572847682119206,0.20751064653503687,0.22921249450065995,0.2429594272076372,0.2663502109704641,0.2955752212389382,0.3255968169761272,0.2659574468085109,0.19144862795149972,0.11828665568369012,0.11322188449848025,0.12163299663299655,0.1303370786516853,0.1439650993698498,0.16035751840168255,0.1798396334478809,0.20841819416157506,0.18297236743838674
2008-02-29,-0.025842841095185972,-0.01022686508478543,-0.11358964013295668,-0.04731291057339981,-0.02670669860225561,-0.0025736695898469497,0.09267248139990024,-0.01493966673051139,-0.04104919476795788,-0.02026970433034592,-0.008224617129892198,0.023029233466646648,-0.01878557194305408,-0.10091303748621837,-0.004700082053768928,0.014221928859105224,-0.0015996326950269426,0.012378318437791023,-0.004574994864712467,0.010334878960735594,-0.007085556745850097,-0.04196428686153808,-0.03477859177761,-0.03911327156466138,0.0920386344308104,-0.05087620124364045,0.07723361142115093,-0.09639188833289423,-0.02725232446296899,-0.004652827487473199,0.012672811059907918,0.032486463973344426,0.05145719489981769,0.06553276638319172,0.06106442577030813,0.06855918585966769,0.023276370064820195,0.03890784982935158,0.05215759849906188,0.06163021868787277,0.0703389830508474,0.07793384685092875,0.08543689320388337,0.1078651685393257,0.09027777777777768
2008-03-31,-0.009031288228065426,0.004187959005208075,-0.029920884361113956,0.011534230199499174,-0.045439841024100584,0.032349447758952536,-0.02337787807904224,-0.012832976861753777,0.01607230310315666,0.03624342942116732,0.02525509670309733,-0.0140468632032672,0.0024816918664549714,-0.0031653452180677717,0.011755380747938029,-0.0013948101938380253,0.0012948023632588512,0.013382023509741936,0.02139687797184964,0.002475465444470304,-0.005969106436825911,0.04460312393541832,0.0671913248953162,0.07692455689440725,-0.07781660486595765,-0.10713660091791323,-0.02513456817999737,0.03351792480326421,-0.016479894528675043,-0.017259978425027026,-0.023132347364429262,-0.031060911657926567,-0.03897791251624072,-0.04413145539906105,-0.06335797254487874,-0.1127819548872181,-0.05614742297725295,-0.04336399474375818,-0.040656205420827374,-0.041198501872659055,-0.040380047505938384,-0.03867171080285825,-0.03756708407871201,-0.042089249492900487,-0.03821656050955413
2008-04-30,0.04766254249763402,0.05438081598838895,0.06996375791538756,0.06249866190519016,0.00994601856670818,-0.00753803733312175,0.10383518678754068,0.07346858380933607,0.05113486986241322,0.02941316179614062,0.03988999850338093,0.053272830969817615,0.06913133599752785,0.08172609322441149,0.04428194296861232,-0.019701367634187728,0.003304479532258986,-0.024146667967894,-0.024739979607592333,-0.008312109643390353,0.012450980369429264,0.058064797766975484,0.06484840253009816,0.06456009743968605,0.17252998210905646,0.0,0.09504988222900068,-0.0744500846023689,-0.1394101876675603,-0.18002195389681666,-0.1952639751552795,-0.20691090757701916,-0.2158630013519605,-0.21758349705304514,-0.18263810597519725,-0.12542372881355926,-0.08480780964002442,-0.1514423076923077,-0.1754646840148698,-0.18671875000000004,-0.19678217821782173,-0.2068211630957586,-0.21840148698884754,-0.21969295923769194,-0.14569536423841056
2008-05-31,0.015116326529246882,0.01187227739175345,-0.06951956529910752,0.06512934387052316,0.019060972942526618,0.030377832410572125,0.0519871939605514,0.01963302752293572,0.035856346439486535,0.00883047241570245,0.011842400077193949,0.05199789445525505,0.056555428541737125,0.06368876695192327,0.004103578601241109,0.001070157498932911,-0.01264357740680866,-0.01777386555866578,-0.02693139374877129,-0.003464191202517064,-0.02207956164641156,0.008130298345544906,-0.002951328372667872,-0.004440293939956264,0.09875988118400314,0.2280164802825191,0.08698040245834959,-0.09841560024375384,-0.10552959501557636,-0.13699241410084784,-0.15050651230101308,-0.16430446194225726,-0.18045977011494246,-0.19334588826114246,-0.12827586206896546,-0.05813953488372092,-0.054666666666666634,-0.06920275192229874,-0.08205590622182146,-0.08837656099903934,-0.09861325115562393,-0.1108048511576627,-0.12485136741973835,-0.14925373134328368,-0.11557434813248756
2008-06-30,-0.08349883167944849,-0.08804309877806538,-0.17437966819879347,-0.09364429545437347,-0.04223347925664378,-0.05694702639789195,0.031577649759948256,-0.07468058304840741,-0.007375024887002369,-0.12017804868654193,-0.11315396451846492,-0.05807140908988372,-0.10086278174111628,-0.09840129633651296,-0.0934274941010852,0.017863414738889194,-0.0018610615613516843,0.011439955123870416,0.026518095755763804,0.002446432025258849,-0.012931571390796924,-0.1156879455161306,-0.10817690245352284,-0.1093338806819647,-0.0940360142708655,-0.10423057259713707,-0.07609703737530192,0.1882392700236566,0.24640835872877664,0.3143743536711481,0.35150482680295303,0.38756281407035176,0.4347826086956523,0.4778210116731516,0.3655063291139242,0.20781893004115212,0.14985895627644566,0.2086956521739132,0.24508840864440096,0.2629083245521602,0.28376068376068386,0.3087414755114695,0.34239130434782616,0.3732057416267942,0.19681274900398396
2008-07-31,-0.008986260622414588,-0.03320189513898708,0.06761627748933052,-0.02444186551338356,0.04479875248643217,0.024299686997541814,-0.1591314534955679,-0.03772851030727353,-0.06437185800978129,0.007940438502644476,-0.02438939930487849,-0.032351961473734085,-0.018868279275830013,-0.03445209058265053,-0.02571529261470018,-0.00609960069313631,0.0039489526833935695,0.007212739245468613,-0.003668625267182146,0.004339641335579182,0.003906338335202708,0.024671041437821502,0.029178296145793814,0.026218083241022816,-0.09015615697559033,-0.010915317114931766,-0.08181782667257753,-0.08447098976109213,-0.04470834788683187,-0.04051927616050355,-0.039915966386554584,-0.03712086917157087,-0.034701857282502524,-0.0337019483938914,-0.034183082271147185,-0.011925042589437829,-0.07390371051824596,-0.05827338129496407,-0.05285996055226827,-0.047976637463496015,-0.04127829560585883,-0.03410705826622451,-0.026821862348178186,-0.005226480836236891,0.04926764314247678
2008-08-31,0.015453993255251762,-0.04247602974469045,-0.00970606807487828,0.017895272857980427,0.020657417690576496,0.027006583461354428,0.003359983961406021,-0.049110751818916776,-0.01103118927942637,0.02742057642661111,-0.039331289615709975,-0.015600848664568344,0.012287092542555332,0.028373938807780382,-0.039696534677714064,0.007774385159535545,0.007427149702101898,0.015268816595998881,0.027390574552798246,0.004658378643317196,0.001465438384719242,0.01813781230406275,0.020781165139069916,0.02126851706200461,-0.09675063020938067,-0.08089296018465086,-0.07089091840755346,-0.008698353525939617,-0.09725776965265087,-0.10250102501025003,-0.10153172866520788,-0.10108133521391628,-0.10329113924050626,-0.09972752043596744,-0.07918416316736665,-0.06379310344827582,-0.03609271523178803,-0.053475935828877,-0.05164514785506047,-0.05083260297984227,-0.049074074074074166,-0.047572339382049966,-0.04628185127405105,-0.03444249854057213,0.01332487309644681
2008-09-30,-0.09437300965656037,-0.11436161869098105,-0.06356381064042049,-0.12451497635312657,-0.07434231547555648,-0.012494785691938626,-0.14948270432894473,-0.06567481402763009,-0.11005956457671796,-0.12083789111008947,-0.1350173555406471,-0.15508229168809384,-0.14371246149345165,-0.13991095320378133,-0.12357106002970195,-0.04021256750861246,-0.0176118297037281,-0.0014162503819232786,0.014725559709213297,0.007777922483312326,-0.10732442909826924,-0.010728740185218522,-0.005712509961285028,-0.014806828200851998,-0.2326244470800417,-0.1520109868550129,-0.1741266886342594,0.558759009714823,0.7719724584852166,0.8542713567839197,0.8996590355577203,0.9586820083682008,1.0287972896668551,1.0841404358353508,1.0625407166123777,0.8207489257213014,0.4761250429405704,0.5443906376109766,0.5722441809398331,0.5946445060018466,0.6207400194741968,0.6513903192584962,0.683751363140676,0.7309552599758162,0.5886036318096429
2008-10-31,-0.16518729423202572,-0.20834829428993284,-0.21920320694105044,-0.16120543945912735,-0.1148096664147752,-0.12608658345819013,-0.1879936479992388,-0.15582347588717016,-0.13000362769485907,-0.18246679088778028,-0.24571898752959095,-0.2239528668347417,-0.17666305573364582,-0.20520697734964846,-0.2124935365523355,-0.0809906590835886,-0.02278307055482709,-0.008652774858592616,-0.018644517098170943,0.011036843838044376,-0.01945085776822908,-0.3131558921319981,-0.31241668501668074,-0.3269423398109441,-0.3312021214872701,-0.2830040257276386,-0.3135494540729365,0.4451145958986729,0.3981714285714286,0.3875338753387534,0.3858974358974359,0.38291054739652863,0.3776788199276371,0.36973569561428987,0.34744156664560943,0.2714093054619016,0.5001163602513381,0.4745231251633131,0.4726256983240225,0.4756803705848292,0.4803244217482727,0.4842531961334582,0.4867227979274611,0.4820118756549074,0.41150965707528586
2008-11-30,-0.06960632511499443,-0.06372034560187456,-0.1848059245922623,-0.08408898353598493,-0.0631587082993732,-0.002073200205431891,-0.021790481771071568,-0.03772568040959301,0.04185567194541173,-0.08220905354635223,-0.0744350459295291,-0.10686474766980614,-0.11402326796236904,0.021002576869322054,-0.06721752749329901,0.008769842792637041,0.03031266884312611,0.07753213541246473,0.1434013492360331,0.011045195218347459,0.03349615556538898,-0.2155109345387024,-0.2393455832724969,-0.23755102302363884,-0.06638255742429411,-0.01316553727008729,-0.07631550296938605,-0.08583750695603788,-0.05689063266307015,-0.04190340909090906,-0.0368177613320998,-0.0314732573855957,-0.02383838383838388,-0.012086513994910786,0.0192217533989687,0.013789445770352682,-0.04436860068259374,-0.023391812865497075,-0.012898330804248848,-0.007455365901510635,-0.0016233766233766378,0.004831932773109226,0.012415595730777662,0.03228847513551725,0.09131527506283144
